publish_status,event_id,color,event_name,event_description,event_start_date,event_start_time,event_end_date,event_end_time,evo_tz,time_ext_type,hide_end_time,event_gmap,yearlong,featured,evo_location_id,location_name,event_location,location_description,location_latitude,location_longitude,location_link,location_img,evo_organizer_id,event_organizer,organizer_description,evcal_org_contact,evcal_org_address,evcal_org_exlink,evo_org_img,evcal_subtitle,learnmore link,image_url,repeatevent,frequency,repeats,repeatby,event_type,event_type_slug,event_type_2,event_type_2_slug,
publish,45804,4bb5d8,"P'Off and Arinda at Three Dots &amp; A Dash Hua Hin","Join P'Off acoustic pop music at 8:30p followed by Varinda for some more contemporary acoustic pop music every Monday 10:30p to Midnight. 'A craft beer on Hua Hin 51 alley\, like enjoying a beer at a friend's house\, craft beer\, 8 taps Thai\, Thai\, spicy\, wine\, Thai-Isan style food and side dishes\, Japanese style and also European style available. Live music every day except closed Wednesdays. 2 bands/night 20.30-00.30We are Pet Friendly. Three Dots &amp; a Dash is located on Nebkeahardt Rd in the Soi 51 EntertainmentDistrict and is Open Thursday thru Tuesday 6p until 1a","09/02/2025","08:30:PM","09/02/2025","11:45:PM","Asia/Bangkok","n",no,yes,"no",no,"4908","Three Dots &amp;amp; A Dash Hua Hin",,"Three Dots &amp;amp; A Dash Hua Hin",,,"https://maps.app.goo.gl/YcT28gcdVaa655R18","21694","4909","Three Dots &amp;amp; A Dash Hua Hin","Three Dots &amp;amp; A Dash Hua Hin",,,,"21694","P&#039;Off and Arinda at Three Dots &amp; A Dash Hua Hin - Pop - Contemporary Pop - Acoustic ",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/12/received_1503351871076862.jpeg,yes,"weekly","321",,"1832,3996,3985,1827,3997,","Thai Pop","4267,","Music/Gigs Calendar",
publish,45801,4bb5d8,"Anata and Song Spanjed at Three Dots &amp; A Dash Hua Hin","Join Anata acoustic pop music at 8:00p followed by Song Spanjed for some more contemporary acoustic pop music every Sunday 10:30p to Midnight. 'A craft beer on Hua Hin 51 alley\, like enjoying a beer at a friend's house\, craft beer\, 8 taps Thai\, Thai\, spicy\, wine\, Thai-Isan style food and side dishes\, Japanese style and also European style available. Live music every day except closed Wednesdays. 2 bands/night 20.30-00.30We are Pet Friendly. Three Dots &amp; a Dash is located on Nebkeahardt Rd in the Soi 51 EntertainmentDistrict and is Open Thursday thru Tuesday 6p until 1a","08/31/2025","08:00:PM","08/31/2025","11:45:PM","Asia/Bangkok","n",no,yes,"no",no,"4908","Three Dots &amp;amp; A Dash Hua Hin",,"Three Dots &amp;amp; A Dash Hua Hin",,,"https://maps.app.goo.gl/YcT28gcdVaa655R18","21694","4909","Three Dots &amp;amp; A Dash Hua Hin","Three Dots &amp;amp; A Dash Hua Hin",,,,"21694","Anata and Song Spanjed at Three Dots &amp; A Dash Hua Hin - Pop - Contemporary Pop - Acoustic ",,https://huahin.localplus.city/wp-content/uploads/sites/5/2025/08/FB_IMG_1756344890233.jpg,yes,"weekly","321",,"1832,3996,3985,1827,3997,","Thai Pop","4267,","Music/Gigs Calendar",
publish,45784,4bb5d8,"Fatboy Band at Solo Beach Hua Hin","Check out the cool R&amp;B sound of Fatboy Band at Solo Beach Hua Hin on Naresdamri Rd east end of the Bintabaht Entertainment District. Stop in for dinner and a drink...stay for the music. Every Wednesday 7p-10p Open 7 days a week 3p to 11:30p Right next to the Hilton Hotel","09/03/2025","07:00:PM","09/03/2025","10:00:PM","Asia/Bangkok","n",no,no,,no,"17576","Solo Beach Hua Hin",,"",,,"https://maps.app.goo.gl/1LLHDGLd8ic62Mke6","Array",,,,,,,,"Fatboy Band at Solo Beach Hua Hin - Acoustic ",,https://huahin.localplus.city/wp-content/uploads/sites/5/2025/08/Messenger_creation_F8973C63-1CFD-4F6A-B259-85C775332D1D.jpeg,yes,"weekly","331",,"1832,3990,1827,3764,","R &amp; B","4267,","Music/Gigs Calendar",
publish,45639,4bb5d8,"Mr Noo at Beer Collection Hua Hin","Sit back with a frosty beverage and groove with the acoustic sounds of Mr Noo playing all your favorite pop songs from the every Sunday &amp; Tuesday night 1p until 3p A new hip and happening restaurant in Hua Hin with a chill atmosphere\, live music\, and a wide selection of craft beers to choose from. Whether you're looking for something sour\, sweet\, or bitter\, Beer Collection Hua Hin has something for every beer lover. Perfect for any occasion\, whether it's a get-together\, a party\, or just a chill night out solo. Don't miss out!Enjoy dinner and a large selection of beersFloor G\, Bluport Mall Hua Hin\, Don't miss the fun!Come and see us at Beer Collection Hua Hin\, G floor\, Bluport Hua Hin Open 7 days a week 9a until midnight","08/10/2025","01:00:PM","08/10/2025","03:00:PM","Asia/Bangkok","n",no,yes,"no",no,"6647","Beer Collection Hua Hin",,"Beer Collection Hua Hin",,,"https://maps.app.goo.gl/uN7KoUq5tKEkXC6n7","Array","6646","Beer Collection Hua Hin","Beer Collection Hua Hin",,,,"24439","Mr Noo @ Beer Collection Hua Hin - Pop - Rock - Contemporary Pop - Soul - R&amp;B",,https://huahin.localplus.city/wp-content/uploads/sites/5/2023/09/Mr-Noo.jpg,yes,"weekly","398",,"1832,3990,3985,1827,3988,3764,3975,1833,3997,3987,","Thai Rock","4267,","Music/Gigs Calendar",
publish,45631,4bb5d8,"Ped Bluesman Solo at Andreanna's Bakery","Ped Bluesman performing the finest acoustic blues and R&amp;B live in the garden every Thursday and Saturday 6p until 8:30p Open 6 days a week 8a until 10p closed on Tuesdays","08/14/2025","06:00:PM","08/14/2025","08:30:PM","Asia/Bangkok","n",no,yes,"no",no,"4547","Andreanna&amp;#039;s Bakery",,"Andreanna&#039;s Bakery",,,"https://maps.app.goo.gl/a2iVvqQWnuLJXVmKA","Array","4548","Andreanna&amp;#039;s Bakery","Andreanna&#039;s Bakery",,,,"20301","Ped Bluesman Solo at Andreanna&#039;s Bakery",,https://huahin.localplus.city/wp-content/uploads/sites/5/2025/07/FB_IMG_1754746408473.jpg,yes,"weekly","221",,"1832,3996,1829,1827,3764,","R &amp; B","4267,","Music/Gigs Calendar",
publish,45601,4bb5d8,"Crazy Bull Band with Joker at Fame Bar &amp; Restaurant","Dance with Crazy Bull Band till the lights go out every Thursday at 9p. Crazy Bull is joined on Thursday nights by rock vocalist extraordinaire 'Joker.' Come and enjoy the high energy rock sounds of Crazy Bull Band at the newly remodeled and supersized Fame Bar &amp; Restaurant Fame Restaurant and Bar is located on Soi Mae Kep 2 in the Heart of the Soi 94 Music District Fame Bar Serving Food &amp; Drinks 10a until Midnight","08/21/2025","09:00:PM","08/21/2025","11:30:PM","Asia/Bangkok","n",no,no,"no",no,"3957","Fame Restaurant and Bar",,"Soi Mae Kep 2",,,"https://goo.gl/maps/HVcfu8Xo14HjQVw87","17987","3998","Fame Bar &amp;amp; Restaurant","Fame Bar",,,,"17987","Crazy Bull Band with Joker @ Fame Bar - Rock - Pop - Hard Rock - Blues Rock",,https://huahin.localplus.city/wp-content/uploads/sites/5/2025/08/FB_IMG_1755765180956.jpg,yes,"weekly","321",,"3990,3985,3991,4318,1827,3988,3765,3986,","Thai Dance &amp; Pop","4267,","Music/Gigs Calendar",
draft,45546,4bb5d8,"Daniel &amp; The Drama at Macarena 94 Bistro","Sit back and relax in the chill atmosphere of Macarena 94 Bistro and listen to Daniel &amp; The Dramas 7p - 11p Macarena 94 Bistro is located on Soi 94 West","07/09/2025","07:00:PM","07/09/2025","11:00:PM","Asia/Bangkok","n",no,no,,no,"16008","Macarena 94 Bistro",,"",,,"https://maps.app.goo.gl/9MaDxYe58kyi5BGq9","Array",,,,,,,,"Tam &amp; Aung @ Macarena 94 Bistro - Acoustic Blues - Blues Rock - Folk - Pop",,https://huahin.localplus.city/wp-content/uploads/sites/5/2025/06/1754016531293.jpg,yes,"weekly","521",,"1832,1829,3990,5622,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,45504,4bb5d8,"Trio Band at Air Space Hua Hin","Tanes at Air Space every Friday and Saturday 7p Trio Band Aircraft themed restaurant in Hua Don area. Open every day 9a to 9:30p","08/16/2025","06:30:PM","08/16/2025","08:45:PM","Asia/Bangkok","n",no,no,,no,"17758","Air Space Hua Hin",,"",,,"https://maps.app.goo.gl/P8BFVzKBAGqmdVcT6","Array",,,,,,,,"Trio Band at Air Space Hua Hin - Pop - Folk",,https://huahin.localplus.city/wp-content/uploads/sites/5/2025/08/Messenger_creation_B8332241-E60D-4CB1-90E6-34BDDE03CF3B.jpeg,yes,"weekly","311",,"3985,1827,3997,3987,","Thai Rock","4267,","Music/Gigs Calendar",
publish,45468,4bb5d8,"Name &amp; Mr. Thian and Mr Noo with Graf &amp; Thian at Railway Restaurant &amp; Bar","Mr Thian and Miss Name perform every Friday at 7p followed by Mr Noo with Graf on drums &amp; percussion and Thian on guitar 8:30p at Railway Restaurant If you are in the Hua Hin Night Market and looking for a delicious meal; or snack and a refreshing cold beverage look no further than Railway Restaurant &amp; Bar. Railway Bar has live music 7 nights a week. Railway Restaurant &amp; Bar is open 7 nights a week from 2p until midnight and is located on the west end of the Hua Hin Night Market","08/01/2025","07:00:PM","08/01/2025","10:30:PM","Asia/Bangkok","n",no,yes,"no",no,"4015","Railway Restaurant",,"Railway Restaurant",,,"https://goo.gl/maps/93PwH9Tx5xGhwe9n9","18353","4014","Railway Restaurant","Railway Restaurant",,,,"18353","Name &amp; Mr. Thian and Mr Noo with Graf &amp; Thian at Railway Restaurant &amp; Bar",,https://huahin.localplus.city/wp-content/uploads/sites/5/2025/08/Messenger_creation_CACAD141-C66D-4A07-8E6D-B136FFDAA7E3.jpeg,yes,"weekly","321",,"1832,3996,1829,3990,3985,2157,1827,3764,3987,","Thai Rock","4267,","Music/Gigs Calendar",
publish,45466,4bb5d8,"Midnight Rider Duo at Fame Restaurant &amp; Bar","The Fame team is very pleased to announce that every Tuesday at 7:30p we welcome Midnight Rider Duo featuring the sensational acoustic and electric guitar talents of Tor with the always entertaining singer Marnie. Stop in to the new supersized Fame Bar &amp; Restaurant open 10a until midnightFame Restaurant and Bar is located on Soi Mae Kep 2 in the Heart of the Soi 94 Music District","08/05/2025","07:30:PM","08/05/2025","10:45:PM","Asia/Bangkok","n",no,yes,"no",no,"3957","Fame Restaurant and Bar",,"Soi Mae Kep 2",,,"https://goo.gl/maps/HVcfu8Xo14HjQVw87","17987","4544","Fame Restaurant &amp;amp; Bar","Fame Restaurant &amp;amp; Bar",,,,"17987","Midnight Rider Duo at Fame Restaurant &amp; Bar - Pop - Rock - Ballads - R&amp;B",,https://huahin.localplus.city/wp-content/uploads/sites/5/2025/07/FB_IMG_1754397346350.jpg,yes,"weekly","211",,"1832,3763,3996,1827,3764,","R &amp; B","4267,","Music/Gigs Calendar",
publish,45448,4bb5d8,"Tower Table Tower Tower at Longlae Market Sam Roi Yot","Come and enjoy delicious street food\, cold beverages and great music at the Longlae Night Market in Dolphin Bay Sam Roi Yot Market and listen to Tower Table Tower Tower Band at 7p Call 090-928-6874 for more information","08/02/2025","07:00:PM","08/02/2025","11:30:PM","Asia/Bangkok","n",no,yes,"no",no,"4257","Longlae Market Sam Roi Yot",,"Long Lay Market Sam Roi Yot",,,"https://goo.gl/maps/daeg3qk8qqQeaXfp6","18092",,,,,,,,"Tower Table Tower Tower at Longlae Market Sam Roi Yot",,https://huahin.localplus.city/wp-content/uploads/sites/5/2025/07/Messenger_creation_7945BF48-DC0F-43E6-9C76-2FEB9AC74428.jpeg,no,"weekly","111",,"4001,1827,3997,3987,","Thai Rock","4267,","Music/Gigs Calendar",
publish,45406,4bb5d8,"Mr Thian / Metawee &amp; the Band at Railway Restaurant &amp; Bar","Catch the Blues at the Hua Hin Night Market every Thursday night with Mr Thian at 7p and the smooth pop vocals of Mette Mae and her fantastic band at 8:30p If you are in the Hua Hin Night Market and looking for a delicious meal; or snack and a refreshing cold beverage look no further than Railway Restaurant &amp; Bar. Railway Bar has live music 7 nights a week. Railway Restaurant &amp; Bar is open 7 nights a week from 2p until midnight and is located on the west end of the Hua Hin Night Market","07/31/2025","07:00:PM","07/31/2025","10:30:PM","Asia/Bangkok","n",no,yes,"no",no,"4015","Railway Restaurant",,"Railway Restaurant",,,"https://goo.gl/maps/93PwH9Tx5xGhwe9n9","18353","4014","Railway Restaurant","Railway Restaurant",,,,"18353","Mr Thian / Metawee &amp; the Band at Railway Restaurant &amp; Bar",,https://huahin.localplus.city/wp-content/uploads/sites/5/2025/07/Messenger_creation_7278ADCE-256E-4436-99F9-50C66CF7387F.jpeg,yes,"weekly","252",,"1832,1829,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,45388,4bb5d8,"Sunny Sings at Daddy Deli Hua Hin","Come to Daddy Deli and enjoy the sweet pop and jazz sounds of Sunny every Saturday and Sunday 6:30p to 8:30p. On Saturdays she is joined by guitar master Teh. We hope you can join us to live a cool and relaxing night out with your friends and family in our exclusive venue in Hin Lek Fai https://maps.app.goo.gl/9MHvftthgJrSShoH6 Make your reservations through FB IG messages or call us at 0654970381 Daddy Deli is a stylish yet cosy country side restaurant serving International and Thai cuisine. Perfect for casual or fine dining open 7 days a week 5p until 11p","08/02/2025","06:30:PM","08/02/2025","08:30:PM","Asia/Bangkok","n",no,no,,no,"11235","Daddy Deli Hua Hin",,"",,,"https://maps.app.goo.gl/t14HSkmPbGCYzMv16","Array",,,,,,,,"Sunny @ Daddy Deli - Jazz &amp; pop",,https://huahin.localplus.city/wp-content/uploads/sites/5/2025/07/Screenshot_20250728_171841_Gallery.jpg,yes,"weekly","252",,"1832,3985,2157,1827,4894,","Traditional Pop Music","4267,","Music/Gigs Calendar",
draft,45304,4bb5d8,"The Mr. T Experience feat. Marni at Ola Loft Bar","Every Tuesday and Friday night from 7p to midnight get down with uptempo soul\, blues &amp; R&amp;B sounds of The Mr T Experience featuring vocalist Marni Ti at Ola Loft Bar on Soi 94. Located in the heart of the Soi 94 Entertainment District. Ola Loft Bar is open 7 days a week 1p until midnight","08/01/2025","07:00:PM","08/01/2025","11:45:PM","Asia/Bangkok","n",no,yes,"no",no,"4876","Ola Loft Bar",,"Ola Loft Bar",,,"https://maps.app.goo.gl/zy9PfEjrsaUh5jXm7","21101","4877","Ola Loft Bar","Ola Loft Bar",,,,"21101","The Mr. T Experience feat. Marni at Ola Loft Bar",,https://huahin.localplus.city/wp-content/uploads/sites/5/2025/07/FB_IMG_1753202326754.jpg,yes,"weekly","212",,"3990,3985,1827,3764,4252,","Soul Music","4267,","Music/Gigs Calendar",
publish,45080,4bb5d8,"DJ Rujaya at Solo Beach Hua Hin","Check out the groovy sounds of the incredible DJ Rujaya at Solo Beach Hua Hin on Naresdamri Rd east end of the Bintabaht Entertainment District. She'll keep you movin' with a clever mix of house\, retro and beat music Friday and Saturday 8:30p to 11:30p. Stop in for dinner and a drink...stay for the music. Open 7 days a week 3p to 11:30p Right next to the Hilton Hotel","07/25/2025","08:30:PM","07/25/2025","11:30:PM","Asia/Bangkok","n",no,no,,no,"17576","Solo Beach Hua Hin",,"",,,"https://maps.app.goo.gl/1LLHDGLd8ic62Mke6","Array",,,,,,,,"DJ Rujaya at Solo Beach Hua Hin ",,https://huahin.localplus.city/wp-content/uploads/sites/5/2025/07/FB_IMG_1753015300363.jpg,yes,"weekly","331",,"4288,2686,3999,4000,1827,4027,","Retro Disco","4267,","Music/Gigs Calendar",
publish,45069,4bb5d8,"Ped Bluesman Blues Band at Woodstock Hua Hin","For the finest blues in any style; Traditional\, Memphis\, Delta\, Chicago\, St. Louis or Texas\, you will find it right here every Wednesday and Friday night at Woodstock Hua Hin 9p until midnight. Ped Bluesman is one of the finest guitarists and blues singers in Thailand and his band delivers a spectacular show each and every time they step onto the stage. Blues and R &amp; B. 9:00 pm. Till late!! Woodstock open 6 days a week 4p - MidnightReserve your table by direct message or by calling 087-696-3293","07/23/2025","09:00:PM","07/23/2025","11:45:PM","Asia/Bangkok","n",no,no,"no",no,"3761","Woodstock Hua Hin","Hua Hin 88 ,","",,,"https://maps.app.goo.gl/iEVg6m9F3baNjMe58","22499","3762","Woodstock Hua Hin","Woodstock Hua Hin",,"Hua Hin 88 , Hua Hin, Thailand, Prachuap Khiri Khan",,"22499","Ped Bluesman Blues Band @ Woodstock Hua Hin - Blues - R&amp;B ",,https://huahin.localplus.city/wp-content/uploads/sites/5/2025/07/Messenger_creation_421496C1-5E5A-4598-977D-57851FEE93AA.jpeg,yes,"weekly","248",,"1829,1827,3764,1833,","Soul band","4267,","Music/Gigs Calendar",
publish,44889,4bb5d8,"3 Year Anniversary with Mocca Garden &amp; Vongkanbanturrg at Longlae Market Sam Roi Yot","Three Year Anniversary Concert!! Come and enjoy the food and fun at Longlae Night Market in Dolphin Bay Sam Roi Yot Market and help celebrate their 3 year annivery. Sit back on the beach\, chill and listen to Mocca Garden &amp; Vongkanbanturrg 7p Call 090-928-6874 for more information SPECIAL CONCERT EVENT ON THE BEACH","07/19/2025","07:00:PM","07/19/2025","11:45:PM","Asia/Bangkok","n",no,yes,"no",no,"4257","Longlae Market Sam Roi Yot",,"Long Lay Market Sam Roi Yot",,,"https://goo.gl/maps/daeg3qk8qqQeaXfp6","18092",,,,,,,,"3 Year Anniversary with Mocca Garden &amp; Vongkanbanturrg at Longlae Market Sam Roi Yot",,https://huahin.localplus.city/wp-content/uploads/sites/5/2025/07/Screenshot_20250716_082941_Gallery.jpg,no,"daily","3",,"4001,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,44669,4bb5d8,"DJ Denims French National Day Party at Ola Loft Bar","Monday\, July 14th at Ola Loft Bar celebrates the French National Day with DJ Denims\,\,\,\,welcome everyone 8p Ola Loft Bar is open 7 days a week 1p until midnight","07/14/2025","08:00:PM","07/14/2025","11:45:PM","Asia/Bangkok","n",no,yes,"no",no,"4876","Ola Loft Bar",,"Ola Loft Bar",,,"https://maps.app.goo.gl/zy9PfEjrsaUh5jXm7","21101","4877","Ola Loft Bar","Ola Loft Bar",,,,"21101","DJ Denims French National Day Party at Ola Loft Bar",,https://huahin.localplus.city/wp-content/uploads/sites/5/2025/07/20250713_172940-1-scaled.jpg,no,"weekly","21",,"2686,1827,3975,","Reggae","4267,","Music/Gigs Calendar",
draft,44608,4bb5d8,"Mr Akawit at Macarena 94 Tapas Bar","Sit back and relax in the chill atmosphere of Macarena 94 Bistro and listen to the pop &amp; blues rock acoustic sounds of Mr Akawit every Saturday night 8p - 11p Macarena 94 Bistro is located on Soi 94 West","08/02/2025","08:00:PM","08/02/2025","11:00:PM","Asia/Bangkok","n",no,no,,no,"18935","Macarena 94 Tapas Bar",,"",,,"https://maps.app.goo.gl/9MaDxYe58kyi5BGq9","Array",,,,,,,,"Mr Akawit @ Macarena 94 Tapas Bar - Acoustic Blues - Blues Rock",,https://huahin.localplus.city/wp-content/uploads/sites/5/2025/07/FB_IMG_1752082630861.jpg,yes,"weekly","221",,"1832,1829,3990,5622,1827,","Music Event","4267,","Music/Gigs Calendar",
publish,44472,4bb5d8,"Sweet Chilli Hosts Open Mic at Open Mic PSP","Stop by and be part of the show with open mic with host Sweet Chilli every night except Wednesday at 7:00p Everyone is welcome to the beach club. We are open every day. Come and enjoy with us at Open Mic PSP on Poonsuk Rd. Bintabaht. Open every day 11a - Midnight","07/07/2025","07:00:PM","07/07/2025","11:00:PM","Asia/Bangkok","n",no,no,"no",no,"4541","Beach Club Poonsuk Plaza","38/10 Hua Hin, Hua Hin District, Prachuap Khiri Khan, 77110","",,,,"Array","4540","Beach Club Poonsuk Plaza","Beach Club Poonsuk Plaza",,,,"20037","Sweet Chilli Live Music &amp; Open Mic PSP",,https://huahin.localplus.city/wp-content/uploads/sites/5/2025/07/Messenger_creation_7C2FDB8C-8613-45D6-B534-DACA05D7E13A.jpeg,yes,"weekly","321",,"1832,3763,3996,3990,3985,1827,3764,4252,","Soul Music","4267,","Music/Gigs Calendar",
publish,44391,4bb5d8,"Mr First Trio at KO Seafood Hua Hin Night Market","Come for a delicious seafood dinner\, a cold beverage and listen to the acoustic pop music of Mr First Trio in the center of the Hua Hin Night Market every night 9:30p Dine inside or outside. KO Seafood opens every day from 5:00p until 11:00p. Soi 72 - the Hua Hin Night Market Street","07/07/2025","09:30:PM","07/07/2025","11:30:PM","Asia/Bangkok","n",no,no,"no",no,"4564","KO Seafood",,"KO Seafood",,,"https://maps.app.goo.gl/TwSkayDpCh8L8r6G7","20509","4563","KO Seafood","KO Seafood",,,,"20509","Mr First Trio at KO Seafood Hua Hin Night Market - Folk, Pop, Country",,https://huahin.localplus.city/wp-content/uploads/sites/5/2025/07/Screenshot_20250706_175159_Maps.jpg,yes,"daily","551",,"3996,3985,3764,","R &amp; B","4267,","Music/Gigs Calendar",
